  127   487   560	RPs/Img: 72.34	IOU: 66.17%	Recall:86.96%
  128   493   567	RPs/Img: 72.47	IOU: 66.17%	Recall:86.95%
  129   494   568	RPs/Img: 72.34	IOU: 66.19%	Recall:86.97%
  130   496   571	RPs/Img: 72.20	IOU: 66.18%	Recall:86.87%
  131   501   577	RPs/Img: 72.83	IOU: 66.18%	Recall:86.83%
  132   507   583	RPs/Img: 72.64	IOU: 66.25%	Recall:86.96%
  133   518   594	RPs/Img: 72.66	IOU: 66.33%	Recall:87.21%
  134   525   602	RPs/Img: 72.54	IOU: 66.35%	Recall:87.21%
  135   527   604	RPs/Img: 72.29	IOU: 66.43%	Recall:87.25%
  136   529   606	RPs/Img: 72.34	IOU: 66.38%	Recall:87.29%
  137   531   608	RPs/Img: 72.45	IOU: 66.41%	Recall:87.34%
  138   539   616	RPs/Img: 72.73	IOU: 66.47%	Recall:87.50%
  139   542   620	RPs/Img: 73.64	IOU: 66.44%	Recall:87.42%
  140   548   628	RPs/Img: 73.89	IOU: 66.43%	Recall:87.26%
  141   559   641	RPs/Img: 74.74	IOU: 66.37%	Recall:87.21%
  142   567   651	RPs/Img: 74.85	IOU: 66.23%	Recall:87.10%
  143   569   654	RPs/Img: 74.92	IOU: 66.18%	Recall:87.00%
  144   572   657	RPs/Img: 74.97	IOU: 66.21%	Recall:87.06%
  145   573   659	RPs/Img: 74.65	IOU: 66.16%	Recall:86.95%
  146   577   665	RPs/Img: 74.80	IOU: 66.05%	Recall:86.77%
  147   578   666	RPs/Img: 74.66	IOU: 66.04%	Recall:86.79%
  148   579   667	RPs/Img: 74.21	IOU: 66.06%	Recall:86.81%
  149   580   668	RPs/Img: 73.78	IOU: 66.09%	Recall:86.83%
  150   581   669	RPs/Img: 73.60	IOU: 66.10%	Recall:86.85%
  151   582   670	RPs/Img: 73.56	IOU: 66.12%	Recall:86.87%
  152   585   673	RPs/Img: 73.35	IOU: 66.16%	Recall:86.92%
  153   586   674	RPs/Img: 73.19	IOU: 66.18%	Recall:86.94%
  154   590   678	RPs/Img: 73.12	IOU: 66.27%	Recall:87.02%
  155   601   689	RPs/Img: 73.14	IOU: 66.30%	Recall:87.23%
  156   607   695	RPs/Img: 73.73	IOU: 66.32%	Recall:87.34%
  157   608   696	RPs/Img: 73.32	IOU: 66.32%	Recall:87.36%
  158   610   698	RPs/Img: 73.21	IOU: 66.32%	Recall:87.39%
  159   616   704	RPs/Img: 73.88	IOU: 66.36%	Recall:87.50%
  160   620   708	RPs/Img: 74.00	IOU: 66.36%	Recall:87.57%
  161   623   711	RPs/Img: 74.09	IOU: 66.33%	Recall:87.62%
  162   624   712	RPs/Img: 74.06	IOU: 66.31%	Recall:87.64%
  163   625   713	RPs/Img: 73.76	IOU: 66.30%	Recall:87.66%
  164   632   720	RPs/Img: 73.84	IOU: 66.40%	Recall:87.78%
  165   640   729	RPs/Img: 74.16	IOU: 66.42%	Recall:87.79%
  166   643   732	RPs/Img: 74.35	IOU: 66.45%	Recall:87.84%
  167   646   735	RPs/Img: 74.34	IOU: 66.47%	Recall:87.89%
  168   662   752	RPs/Img: 74.97	IOU: 66.55%	Recall:88.03%
  169   665   756	RPs/Img: 75.07	IOU: 66.56%	Recall:87.96%
  170   666   757	RPs/Img: 74.72	IOU: 66.57%	Recall:87.98%
  171   667   758	RPs/Img: 74.39	IOU: 66.59%	Recall:87.99%
  172   669   760	RPs/Img: 74.17	IOU: 66.64%	Recall:88.03%
  173   670   761	RPs/Img: 74.36	IOU: 66.66%	Recall:88.04%
  174   673   764	RPs/Img: 74.08	IOU: 66.66%	Recall:88.09%
  175   674   765	RPs/Img: 73.85	IOU: 66.66%	Recall:88.10%
  176   679   770	RPs/Img: 74.12	IOU: 66.72%	Recall:88.18%
  177   680   771	RPs/Img: 73.89	IOU: 66.73%	Recall:88.20%
  178   681   772	RPs/Img: 73.58	IOU: 66.72%	Recall:88.21%
  179   686   781	RPs/Img: 73.83	IOU: 66.58%	Recall:87.84%
